title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category
For Drager Vapor 2000 Sevoflurane Dosing Device Volatilization Tank Parts,112.92,"Sep 7, 2023",5,eBay (Terapeak),sevoflurane,parts
Datex Ohmeda Sevoflurane Vaporizer Key Fill Adapter,100.0,"Dec 19, 2023",3,eBay (Terapeak),sevoflurane,accessory
"Datex Ohmeda TEC 5 Sevoflurane Vaporizer Key Fill, sevo",782.5,"Jun 27, 2023",2,eBay (Terapeak),sevoflurane,vaporizer
For Drager Sevoflurane Vaporizers M36120,80.99,"Jul 27, 2024",3,eBay (Terapeak),sevoflurane,accessory
"Datex Ohmeda TEC 7 Sevoflurane Vaporizer, Sevo",1025.0,"Nov 16, 2023",2,eBay (Terapeak),sevoflurane,vaporizer
"Datex Ohmeda TEC 5 Sevoflurane Vaporizer, Sevo, tested!!",650.0,"Mar 4, 2025",2,eBay (Terapeak),sevoflurane,vaporizer
Sevoflurane Vaporizers M36120 For Drager,89.57,"Aug 15, 2024",2,eBay (Terapeak),sevoflurane,accessory
"Datex-Ohmeda 1100-3028-000 bottle adapter for Sevoflurane vaporizers, new.",100.0,"Jul 30, 2024",2,eBay (Terapeak),sevoflurane,accessory
商品ID 225873115530,1899.0,"Oct 28, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
Tec 7 Sevoflurane Vaporizer By Datex Ohmeda-MAB- 9451-53-55-57,437.5,"Aug 6, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,312.5,"Aug 13, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
New - Bottle Adapter Vaporizer Easy Fill Quick Fill Sevoflurane,75.0,"May 3, 2023",2,eBay (Terapeak),sevoflurane,accessory
Drager Vapor 2000 Sevoflurane Vaporizer - M35170 - 30 Day DOA Warranty FREE SHIP,899.0,"Jan 5, 2026",2,eBay (Terapeak),sevoflurane,vaporizer
"Datex-Ohmeda 1100-3028-000 Bottle Adapter Key Sevoflurane Vaporizer, New",68.0,"Apr 25, 2024",2,eBay (Terapeak),sevoflurane,accessory
商品ID 357986584733,1047.5,"Jan 23, 2026",2,eBay (Terapeak),sevoflurane,vaporizer
For Drager M36120 Sevoflurane Vaporizers,71.33,"Oct 16, 2024",3,eBay (Terapeak),sevoflurane,accessory
Drager M35054-22 Vapor 2000 Sevoflurane Vaporizer,2250.0,"Aug 5, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
"Datex Ohmeda Sevoflurane Aladdin Cassette Vaporizer, Type A-VSEVO ~ 31636",559.99,"Nov 30, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
OHMEDA TEC 7 SEVOFLURANE VAPORIZER,600.0,"Nov 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,700.0,"Nov 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Vaporizer,700.0,"Oct 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Fill Vaporizer Fill Adapter - Draeger M35324,119.0,"Feb 8, 2024",1,eBay (Terapeak),sevoflurane,accessory
Lot of 2 Sevoflurane MRI Key Fill Adapter for Vaporizers,150.0,"Apr 24, 2024",1,eBay (Terapeak),sevoflurane,accessory
Drager Fill Vaporizer Fill Adapter - Draeger M35324,119.0,"Jul 23, 2024",1,eBay (Terapeak),sevoflurane,accessory
Drager D-Vapor 2000 Isoflurane Vaporizer,550.0,"Jul 27, 2024",1,eBay (Terapeak),sevoflurane,isoflurane
Baxter Draeger Vapor 2000 Sevoflurane Vaporizer (F2),450.0,"Jul 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Fill Vaporizer Fill Adapter - Draeger M35324,119.0,"Feb 6, 2025",1,eBay (Terapeak),sevoflurane,accessory
GE TEC 850 Sevoflurane Vaporizer (CBRX2-24),560.0,"Sep 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
NEW - Drager Keyed Filling Adapter for Sevoflurane Vaporizers - M35322-01,135.0,"Nov 28, 2024",1,eBay (Terapeak),sevoflurane,accessory
Anesthesia Vaporizer Combo (Isoflurane / Sevoflurane) w/ Lockout and Mount Bar,150.0,"Jul 14, 2025",1,eBay (Terapeak),sevoflurane,combo
Drager Sevoflurane Vapor 2000,950.0,"Nov 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vaporizer Filling Adapter S Draeger M36120 Fill Key Sevoflurane,79.0,"Dec 25, 2025",1,eBay (Terapeak),sevoflurane,accessory
Drager Vaporizer Filling Adapter S Draeger M36120 Fill Key Sevoflurane,60.0,"Jan 29, 2026",3,eBay (Terapeak),sevoflurane,accessory
DATEX OHMEDA Sevo Tec 7 Sevoflurane Vaporizer,810.0,"Jun 16, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Vaporizer,75.0,"Jun 1, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Vaporizer,157.5,"Jun 21, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin 2 TM 1100-9032-000 Sevoflurane Cassette Vaporizer,200.0,"Aug 15, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
TEC 7 Sevoflurane Vaporizer,850.0,"Jan 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda M1107626 Tec 7 Sevoflurane Vaporizer (R7),750.0,"Mar 4, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,775.0,"Mar 6, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Sevo Vaporizer,700.0,"Mar 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Mindray Draeger M35054 Vapor 2000 Sevoflurane Vaporizer (R16),700.0,"Apr 8, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,900.0,"Apr 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,300.0,"Nov 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
"Datex Ohmeda TEC 5 Sevoflurane Vaporizer, Sevo",200.0,"Jul 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 3000 Sevoflurane Unit (7325),500.0,"Aug 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,450.0,"Sep 23, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,600.0,"Sep 3, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer SN:850123,500.0,"Sep 20, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,800.0,"Apr 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Medical Vapor 2000 Sevoflurane M35054 PARTS/REPAIR,425.0,"Apr 26, 2025",3,eBay (Terapeak),sevoflurane,vaporizer
Drager Medical Vapor 2000 Sevoflurane M35054 PARTS/REPAIR,380.0,"Apr 28, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
North American Drager Sevoflurane 19.1 Vaporizer (R6),360.0,"Nov 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Vaporizer - Fixed Mount - Key Fill - Biomed Tested,300.0,"Nov 24, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
North American Drager Sevoflurane 19.1 Vaporizer (R16),320.0,"Dec 6, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
商品ID 132815440413,2545.0,"Dec 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane 2000 Vaporizer FOR PARTS UNTESTED,300.0,"Apr 11, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"Drager Sevoflurane Vapor 2000 SEVorane S-2000, Lot Y823-6",779.99,"Jul 10, 2023",3,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane Vaporizer W/ Stopper,175.0,"Oct 12, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA SEVOTEC 5 SEVOFLURANE,199.99,"Oct 12, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"Drager Sevoflurane Vapor 2000 S-2000 Vaporizer Module, Lot L827",699.99,"Nov 13, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"Drager Sevorane Sevoflurane 2000 Vaporizer, Lot N981a",250.0,"Nov 19, 2023",2,eBay (Terapeak),sevoflurane,vaporizer
商品ID 144262609539,2545.0,"Sep 11, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevotec 5 Sevoflurane Tec 5 Vaporizer (D5-2) Free Same Day Ship!,300.0,"Apr 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,800.0,"Jun 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer Used,399.0,"Oct 27, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer Used,424.15,"Mar 7, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sigma Delta Sevoflurane Vaporizer Pour Fill Selectatec Mount,600.0,"May 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Vaporizer,299.99,"Aug 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda Tec 7 Sevoflurane Vaporizer,610.0,"Sep 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevoflurane Aladin Cassette Electronic Vaporizer,590.0,"Jan 26, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Vaporizer - Fixed Mount - With Warranty,250.0,"Aug 23, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,1400.0,"Mar 8, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sevoflurane Vaporizer,380.0,"Feb 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER SEVOFLURANE VAPOR 2000,550.0,"Apr 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER SEVOFLURANE VAPOR 2000,650.0,"Apr 30, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER mindray Sevoflurane M35054 Anesthesia Vaporizer,210.0,"Aug 22, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Sevoflurane Vapor 19.1,360.0,"Sep 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
NEW Datex Ohmeda TEC 7 Sevoflurane Vaporizer,1499.99,"Dec 31, 2025",2,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevotec 5 Sevoflurane Vaporizer,50.0,"Mar 2, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Drager 19.1 Sevoflurane Vaporizer Stopper,74.95,"Dec 9, 2024",1,eBay (Terapeak),sevoflurane,parts
Sevoflurane Vaporizer Penlon Sigma Delta PARTS ONLY,75.0,"Mar 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,400.0,"Apr 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Vapofil Metal Sevoflurane Vaporizer Key Fill Adapter,150.0,"Apr 23, 2023",1,eBay (Terapeak),sevoflurane,accessory
Vapofil Metal Sevoflurane Vaporizer Key Fill Adapter New in Package,150.0,"Apr 30, 2023",1,eBay (Terapeak),sevoflurane,accessory
GE Aladin 2 Cassette Vaporizer - Sevoflurane,425.0,"May 12, 2023",10,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane,197.5,"Aug 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda Tec 7 Anesthesia Vaporizer Sevoflurane - Tested Working.,950.0,"May 24, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda Tec 7 Anesthesia Vaporizer Sevoflurane - Damaged,278.0,"May 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Anaesthesia Vaporizer,600.0,"Sep 6, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
Eagle Eye Veterinary Anesthesia Machine with Drager Vapor 2000 Sevoflurane,725.0,"Sep 17, 2025",1,eBay (Terapeak),sevoflurane,machine
sevoflurane vaporizer draeger,550.0,"Nov 13, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER,900.0,"May 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"Rebuilt Tech 4 Sevoflurane vaporizer,Funnel fill",298.0,"Apr 17, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,500.0,"Dec 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"CERTIFIED! Datex Ohmeda TEC 7 Sevoflurane Vaporizer, Sevo",1400.0,"Feb 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
"Drager 19:1, Sevoflurane Vaporizer, Sevo",509.0,"Nov 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer Surgical,375.0,"Apr 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Baxter Datex-Ohmeda Tec 7 Sevoflurane Vaporizer ref:M1057380,550.0,"Jul 31, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Baxter Datex-Ohmeda Tec 7 Sevoflurane Vaporizer ref:M1057380,250.0,"Sep 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Vaporizer,1000.0,"May 30, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"Datex Ohmeda TEC 5 Sevoflurane Vaporizer Key Fill, sevo",600.0,"Aug 10, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"Datex Ohmeda TEC 7 Sevoflurane Vaporizer, Sevo",950.0,"Sep 22, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
German Draeger Medical Vapor 19.1 Sevoflurane Vaporizer W/Stopper,295.95,"Oct 12, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Webster Veterinary Sevoflurane Vaporizer,395.0,"Apr 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
TEC 7 GE DATEX OHMEDA SEVOFLURANE 8 ANESTHESIA VAPORIZER ANESTHETIC EASY-FIL,350.0,"May 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Baxter/Datex-Ohmeda Tec 7 Sevoflurane Vaporizer ref:M1057380,500.0,"Jun 24, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevitec 5 Sevoflurane Vaporizer ref:Tec 5,129.0,"Jun 13, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane Vapor 2000 - Free Shipping,350.0,"Dec 13, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
"TESTED! Working Perfectly! Datex Ohmeda TEC 7 Sevoflurane Vaporizer, SEVO VAP",1200.0,"Jun 5, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"TESTED! Working Perfectly! Datex Ohmeda TEC 7 Sevoflurane Vaporizer, SEVO VAP",900.0,"May 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda 2106572-003 Sevoflurane bottle fill adapter for vaporizer.,55.0,"May 22, 2025",4,eBay (Terapeak),sevoflurane,accessory
Datex-Ohmeda 2106572-003 Sevoflurane bottle fill adapter for vaporizer.,65.0,"Jul 3, 2025",2,eBay (Terapeak),sevoflurane,accessory
Datex Ohmeda GE Tec 7 Sevofluran Vaporizer Select A Tec Mount Quik Fill,300.0,"Jun 23, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane Vapor 2000 - Free Shipping,180.0,"Jun 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda GE Tec 7 Sevofluran Vaporizer Select A Tec Mount Quik Fill,350.0,"Jun 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
SEVOFLURANE DRAGER VAPOR 2000 ! V,295.0,"Jul 22, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 850 SEV Sevoflurane Vaporizer 1177-9850-SEV,150.0,"Nov 7, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER Sevoflurane 2000 M35054 Anesthesia Vaporizer Used Parts Only Ship Free,269.0,"Oct 22, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX-OHMEDA TEC 7 SEVOFLURANE VAPORIZER UNTESTED SAVE HUGE SHIP FREE EUC AS IS,365.0,"Oct 25, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane Vapor 2000 - Free Shipping,314.99,"Dec 18, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 19.1 Sevoflurane Vaporizer,200.0,"Nov 6, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054-16 Drager SN: ASBK-0841,200.0,"Apr 17, 2024",1,eBay (Terapeak),sevoflurane,isoflurane
Penlon Sevoflurane Vaporizer,300.0,"Dec 5, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager M35054-09 Vapor 2000 Vaporizer Sevoflurane as pictured working,297.5,"Dec 18, 2024",3,eBay (Terapeak),sevoflurane,vaporizer
Drager M35054-09 Vapor 2000 Vaporizer Sevoflurane as pictured working,189.99,"Jan 1, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager M35054-09 Vapor 2000 Vaporizer Sevoflurane as pictured working,250.0,"Jan 11, 2025",4,eBay (Terapeak),sevoflurane,vaporizer
PENLON SIGMA DELTA SEVOFLURANE ANESTHESIA VAPORIZER,810.0,"Apr 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda TEC 7 Sevoflurane Vaporizer priced per unit,201.0,"Mar 19, 2025",3,eBay (Terapeak),sevoflurane,vaporizer
PENLON SIGMA DELTA SEVOFLURANE ANESTHESIA VAPORIZER,319.98,"Oct 3, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer and Pour Fill,1486.65,"Mar 16, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
"Datex-Ohmeda 1100-3028-000 bottle adapter for Sevoflurane vaporizers, new.",50.0,"May 12, 2023",1,eBay (Terapeak),sevoflurane,accessory
"Datex-Ohmeda 1100-3028-000 bottle adapter for Sevoflurane vaporizers, new.",60.0,"Jun 16, 2023",1,eBay (Terapeak),sevoflurane,accessory
German Draeger Medical Vapor 19.1 Sevoflurane Vaporizer,250.0,"Oct 10, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Sigma Elite Sevoflurane Vaporizer Penlon,150.0,"Mar 7, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Sevoflurane Vaporizer,100.0,"Jul 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda TEC 5 Sevoflurane Vaporizer,225.0,"Jul 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER SEVOFLURANE VAPOR 19.1 ! V,249.0,"Sep 5, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
SEVOFLURANE DRAGER VAPOR 2000 ! V,249.0,"Jul 22, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,350.0,"Apr 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
MATRX RA Nitrous Oxygen Flowmeter With Sevoflurane Vaporizer,3250.0,"Mar 7, 2024",1,eBay (Terapeak),sevoflurane,machine
GE 2106572-003 Easy-Fil vaporizer bottle adapter for Sevoflurane. New.,60.0,"Oct 23, 2024",1,eBay (Terapeak),sevoflurane,accessory
Datex Ohmeda Sevo Tec 7 Sevoflurane Vaporizer,150.0,"Nov 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,600.0,"Nov 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin2 1100-9030-000 Sevoflurane Vaporizer,600.0,"Apr 1, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin2 1100-9030-000 Sevoflurane Vaporizer,750.0,"Jun 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
GE Tec 850 Sevoflurane anesthesia vaporizer. New in box.,2500.0,"Dec 9, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"Drager M36120 sevoflurane vaporizer key filling device. Used, GC, Guaranteed.",50.0,"Mar 16, 2026",6,eBay (Terapeak),sevoflurane,accessory
Datex Ohmeda Tec 5 Sevoflurane Vaporizer,575.0,"Jul 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda TEC 7 Sevoflurane Anesthesia Vaporizer - Sevo,900.0,"May 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"GE Datex Ohmeda TEC 7 Sevoflurane Anesthesia Vaporizer, Sevo",1000.0,"May 22, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Tec 7 Anesthesia Vaporizer - Sevoflurane,1000.0,"May 22, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA 1100-9030-000 ALADIN 2 SEVOFLURANE EASY FILL VAPORIZER ! (331448),475.0,"Sep 8, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX-OHMEDA TEC 7 SEVOFLURANE VAPORIZER @ (337728),650.0,"Mar 6, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA 1100-9030-000 ALADIN 2 SEVOFLURANE EASY FILL VAPORIZER ! (347850),350.0,"Feb 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA 1100-9030-000 ALADIN 2 SEVOFLURANE EASY FILL VAPORIZER ! (348037),350.0,"Feb 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER @ (360113),550.0,"Jun 10, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane M35170 SN-ARRF-0887 _ Germany,450.0,"Sep 27, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
GE TEC 850 Sevoflurane Vaporizer NEW open box,899.0,"Feb 28, 2025",2,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA SEVOTEC 5 TEC 5 SEVOFLURANE ANESTHESIA VAPORIZER,200.0,"Jul 16, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX-OHMEDA ALADIN2 SEVOFLURANE VAPORIZER @,250.0,"Aug 13, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevoflurane Sevotec 5 Vaporizer,150.0,"Dec 19, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
GE DATEX OHMEDA ALADIN2 SEVOFLURANE VAPORIZER @,285.0,"Jan 9, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
