title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category
Ohmeda ISOTEC 4 ~ Veterinary Use ONLY ~ Isoflurane Vaporizer - UNTESTED,100.0,"Apr 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 4 ~ Veterinary Use ONLY ~ Isoflurane Vaporizer - UNTESTED,120.0,"May 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer
System Specialties Veterinary Isoflurane Vaporizer 30 day Warranty,995.0,"Jul 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer
System Specialties Veterinary Isoflurane Vaporizer TTA2002 30 day Warranty,795.0,"Apr 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Table Top Veterinary Isoflurane Laboratory Vaporizer,795.0,"Jun 7, 2024",1,eBay (Terapeak),isoflurane,vaporizer
"Isoflurane Vaporizer Canister, Regulator & Exhalation/Inhalation for Veterinary",1250.0,"Sep 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vapor,75.0,"Sep 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer ARHF-1199 Veterinary Use ONLY,100.0,"Dec 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Midmark Matrx VIP3000 Isoflurane Vaporizer,795.0,"Apr 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 Anesthetic Vapo Unit 5651,150.0,"Dec 21, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Isoflurane Anesthesia Vaporizer,895.0,"Jul 22, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda TEC 7 Isoflurane Vaporizer /Works,200.0,"Jul 21, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA ISOTEC 5 ISOFLURANE ANESTHESIA VAPORIZER,100.0,"Mar 10, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizers Three Different Models Sold Together.,399.0,"Nov 16, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Vet Equip Isoflurane Vaporizer / Scavenging Cube,795.0,"Jan 26, 2026",1,eBay (Terapeak),isoflurane,vaporizer
"DRAGER VAPRO 19.1 Isoflurane Vaporizer Module, Lot R958",149.99,"Aug 14, 2023",2,eBay (Terapeak),isoflurane,vaporizer
"Drager Isoflurane Vapor 2000 Vaporizer Module, Lot T683",399.99,"Jul 3, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Nov 4, 2023",4,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane M35054-11 Vaporizer,270.0,"Oct 3, 2023",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA ISOTEC 5 ISOFLURANE,80.0,"Oct 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane vaporizer vaporizer,325.0,"Feb 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Vaporizer with Auto Exclusion,320.0,"Feb 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Aladin2 Isoflurane Vaporizer 1100-9029-000 Warranty,390.15,"Oct 16, 2025",2,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer Key Fill M35160,125.0,"May 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer
GE Datex-Ohmeda Tec 7 Isoflurane Vaporizer,290.0,"Oct 31, 2023",3,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Isoflurane Vaporizer,237.99,"Oct 25, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"Veterinary Isoflurane Vaporizer, Iso.",599.0,"Apr 4, 2024",1,eBay (Terapeak),isoflurane,vaporizer
"Drager Isoflurane Vapor 2000, Funnel Fill, Fixed Mount",300.0,"Jun 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Vaporizer,299.99,"Aug 22, 2024",1,eBay (Terapeak),isoflurane,other
ISOFLURANE VAPORIZER,225.0,"Aug 16, 2024",1,eBay (Terapeak),isoflurane,vaporizer
EZ ANESTHESIA ISOFLURANE VAPORIZER TABLETOP,550.0,"Mar 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer
BICKFORD ANESTHESIA ISOFLURANE VAPORIZER,300.0,"Jan 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer for parts or repair.,110.0,"May 9, 2025",1,eBay (Terapeak),isoflurane,vaporizer
A.M.BICKFORD VAPOMATIC MODEL 2 ISOFLURANE VAPORIZER,150.0,"Jul 4, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA TEC 7 ISOFLURANE ANESTHESIA VAPORIZER (T2089),280.0,"Aug 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"Datex Ohmeda Tec 7 Isoflurane Vaporizer, Isotec 7, 1175-9101-000 #2",350.0,"Jul 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"Datex Ohmeda Tec 7 Isoflurane Vaporizer, Isotec 7, 1175-9101-000 #1",298.0,"Aug 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,200.0,"Dec 27, 2023",2,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,250.0,"Dec 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,675.0,"Jan 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda ISO Tec 7 Isoflurane Vaporizer,800.0,"Jan 9, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Policy violation item 156155630898,250.0,"Oct 10, 2024",1,eBay (Terapeak),isoflurane,other
ISOFLURANE VAPORIZER,225.0,"Aug 18, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,300.0,"Oct 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,202.5,"Oct 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Vaporizer,245.0,"Nov 13, 2024",4,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Easy-Fil Bottle Adapter for Isoflurane Vaporizer # 1100-3025-000,35.0,"Apr 16, 2025",1,eBay (Terapeak),isoflurane,accessory
Drager Isoflurane Vapor 2000 Ref M35160,170.0,"Mar 5, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 2000 Ref M35160,225.0,"Mar 4, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Gas Anesthesia Vaporizer AErrane Isoflurane Ohmeda Isotec 3 - PARTS ONLY,75.0,"Mar 30, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizer Key Fill Adapter New,90.0,"May 25, 2023",1,eBay (Terapeak),isoflurane,accessory
Datex Ohmeda Isotec 5 Vaporizer - Isoflurane,51.0,"Jun 8, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Isoflurane Vaporizer,225.0,"Dec 1, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Matrx VIP 3000 Calibrated Anesthetic Isoflurane Vaporizer,500.0,"Jan 14, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Engstrom Aladin A-VISO-00-02 Isoflurane Anesthesia Vaporizer,124.0,"Apr 4, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary Ohio Medical Isoflurane Vaporizer **Pre-Owned**,150.0,"Sep 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Isoflurane Vaporizer,90.0,"Nov 7, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer For Parts Or Repair,129.95,"Feb 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohio Medical Products Isoflurane Anesthetic Safety Fill Vaporizer,30.23,"May 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Anesthesia Vaporizer Model Vapor 19.1,150.0,"Jun 8, 2024",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip TableTop Funnel-Fill Isoflurane Vaporizer Anesthesia System,900.0,"Dec 9, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Ohmeda ISotec 4 Isoflurane Vaporizer Tested & Working,199.99,"Dec 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer Purple/Black,236.99,"Jan 9, 2025",2,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Vaporizer,285.0,"Aug 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda Medical Isotec 4 Isoflurane Vaporizer,191.0,"Sep 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Model Isotec 4 Isoflurane Only Vaporizer Black/Silver,94.99,"Feb 8, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin2 Isoflurane Vaporizer 1100-9029-000,250.0,"Apr 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Engstrom Aladin A-VISO-00-02 Isoflurane Anesthesia Vaporizer,300.0,"Feb 2, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Kent Scientific Rodent Anesthesia System VetFlo Isoflurane Vaporizer With Cart,1750.0,"Feb 8, 2024",1,eBay (Terapeak),isoflurane,machine
Veterinary Anesthesia Vaporizer Isoflurane New (Vetequip),400.0,"May 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"Ohmeda TEC 3 Isoflurane Vaporizer Key Fill, Iso",450.0,"May 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Anesthesia Vaporizer Bottle Filling Adapter QuickFill Isoflurane Halothane Sevo,127.77,"Sep 10, 2023",1,eBay (Terapeak),isoflurane,accessory
GE Datex Ohmeda Tec 7 Isoflurane Vaporizer *untested*,90.0,"Sep 15, 2023",1,eBay (Terapeak),isoflurane,vaporizer
GE Datex Ohmeda Tec 7 Isoflurane Vaporizer *untested*,90.0,"Oct 4, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Vaporizer *untested* READ,200.0,"Oct 26, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"Ohmeda, Ohio TEC 3 Isoflurane Vaporizer, Iso.",531.0,"Apr 11, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary VetEquip Isoflurane Vaporizer Tabletop Anesthesia for Animal care,725.0,"Apr 26, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Medical Vapor 19.1 Isoflurane Vaporizer,100.0,"Feb 7, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Fortec Isoflurane vaporizer,100.0,"Aug 25, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane vaporizer,399.0,"Oct 31, 2025",1,eBay (Terapeak),isoflurane,vaporizer
NICE! Drager Isoflurane Anesthesia Vaporizer Vapor 19.1 2000,324.99,"Oct 16, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 4 Isoflurane Vaporizer,125.0,"Jan 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer
GE Datex Ohmeda Engstrom Aladin A-VISO-00-02 Isoflurane Anesthesia Vaporizer,225.0,"Jun 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer
"Ohmeda TEC 3 Isoflurane Vaporizer, ISO, NEW!!!",800.0,"Mar 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vapor 19.1 Anesthetic Vaporizer,213.75,"May 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer
"VetEquip Veterinary Rodent Anesthesia System, Isoflurane Vaporizer With Cart",1290.0,"Jul 10, 2025",1,eBay (Terapeak),isoflurane,machine
Datex Ohmeda Tec 7 Isoflurane Vaporizer,395.0,"Sep 29, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizer - Dragerwerk AG Lubeck Isoflurane Vapor 19.1,200.0,"Apr 8, 2023",1,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 ISOFLURANE - Free Shipping,499.99,"May 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"Ohmeda TEC 3 Isoflurane Vaporizer Funnel Fill, Iso",400.0,"May 24, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Ohio Medical Fortec Isoflurane Forane Vaporizer,149.99,"Jul 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager 19.1 Isoflurane Vapor,595.0,"Dec 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer
"REBUILT! Certified!! Datex Ohmeda TEC 7 Isoflurane Vaporizer, ISO",600.0,"Dec 11, 2023",1,eBay (Terapeak),isoflurane,vaporizer
GE Datex-Ohmeda Aladin 2 Isoflurane Vaporizer Cassette 1100-9029-000,175.0,"Nov 26, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary Anesthesia Vaporizer Isoflurane Open Box,601.75,"Feb 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer
"GE Datex-Ohmeda Easy-Fil Isoflurane Vaporizer Bottle Adapter 2106572-001, New",48.36,"May 27, 2024",2,eBay (Terapeak),isoflurane,accessory
3 Bundle Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,425.0,"Aug 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Medical Vapor 19.1 Isoflurane Vaporizer,250.0,"Oct 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer ref:1175-9101-000,250.0,"Apr 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer
