title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category
Midmark MDS Matrx VIP 3000 Isoflurane Vaporizer,400.0,"Nov 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Midmark MDS Matrx VIP 3000 Isoflurane Vaporizer,450.0,"Nov 25, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Easy-Fil Isoflurane Vaporizer Bottle Adapter 2106572-001,55.0,"Oct 23, 2024",1,eBay (Terapeak),isoflurane,accessory
Isoflurane Universal vaporizer support,250.0,"Nov 12, 2024",1,eBay (Terapeak),isoflurane,other
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9101-000 - Free Shipping,190.0,"Dec 5, 2024",3,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,225.0,"Dec 2, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,150.0,"Dec 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,200.0,"Jan 12, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,279.99,"Jan 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000 - Free Shipping,289.99,"Jan 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Penlon Sigma Delta Isoflurane Vaporizer - Free Shipping,299.99,"Jan 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Rodent Isoflurane Anesthesia System with Vaporizer w/Warranty,1000.0,"Sep 18, 2025",1,eBay (Terapeak),isoflurane,machine
VetEquip Rodent Isoflurane Anesthesia System with Vaporizer Matrx VIP w/Warranty,1000.0,"Sep 18, 2025",1,eBay (Terapeak),isoflurane,machine
"Ohmeda Isotec 4 Vaporizer (Isoflurane) with frame, flow meter, tubing",325.0,"May 25, 2025",1,eBay (Terapeak),isoflurane,vaporizer
PENLON Sigma Delta Anaesthesia Vaporizer OX14 3PH ISOFLURANE,607.0,"Aug 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,85.0,"Jun 9, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Medical Supplies Services Isoflurane Veterinary Anesthetic Vaporizer,350.0,"Jun 26, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Tec 7 Isoflurane Vaporizer 1175-9101-000,125.0,"Nov 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Veterinary Anesthesia System RC2 Isoflurane O2 Concentrator SC11584,4200.0,"Dec 10, 2025",1,eBay (Terapeak),isoflurane,machine
New GE Datex-Ohmeda Easy-Fil Bottle Adapter for Isoflurane Vaporizer 2106572-001,50.0,"Dec 12, 2025",5,eBay (Terapeak),isoflurane,accessory
Baxter Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer (1175-9101-000),250.0,"Dec 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip V1 Funnel-Fill Tabletop Vaporizer Lab Isoflurane System,840.0,"Mar 16, 2026",1,eBay (Terapeak),isoflurane,machine
Baxter Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer (1175-9301-000),244.0,"Jan 29, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Tec 7 Isoflurane Vaporizer,160.0,"Mar 20, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Matrix Medical Veterinary Anesthesia Vaporizer VIP3000 Isoflurane Table Top,1270.0,"Mar 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,240.0,"Jun 19, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 Vaporizer,299.0,"Jun 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Ohio medical Isoflurane Forane Vaporizer,150.0,"Jun 1, 2023",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Veterinary Isoflurane Vaporizer Made in the USA,299.0,"Jul 6, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Vetland D20 Veterinary Anesthesia Vaporizer Isoflurane Vetequip Hypneuma,350.0,"May 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer (1175-9101-000),408.0,"Jan 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer
MATRX VIP 3000 ISOFLURANE VAPORIZER FOR VETERINARY USE ONLU SOLD AS IS PARTS,155.5,"Mar 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054-16 Drager SN: ASBK-0841,200.0,"Apr 17, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Isoflurane Vaporizer,250.0,"Mar 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane M35054-25 Vaporizer Bulk Deal Available qty stock,550.0,"Jun 19, 2024",2,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda TEC 7 Isoflurane Vaporizer Price Is For 1 Unit Working Condition,350.0,"Aug 12, 2024",2,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vap As Pictured,105.0,"Oct 26, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager 19.1 Isoflurane Vaporizer,304.0,"Oct 9, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,250.0,"Jun 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,110.0,"Apr 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Tec 7 ISO Isoflurane Vaporizer 1175-9101-000,150.0,"Jan 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager M35160 Vapor 2000 Vaporizer Isoflurane as pictured working,250.0,"Jan 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer
"Datex Ohmeda Tec 7 Isoflurane Vaporizer - as Pictured for repair, see cracks",75.0,"Feb 24, 2025",1,eBay (Terapeak),isoflurane,vaporizer
New GE Datex-Ohmeda Easy-Fil Bottle Adapter for Isoflurane Vaporizer 2106572-001,73.0,"Mar 27, 2025",1,eBay (Terapeak),isoflurane,accessory
Drager Vapor 19.1 Isoflurane Vaporizer,200.0,"Mar 25, 2025",2,eBay (Terapeak),isoflurane,vaporizer
Ohio Isoflurane Vapor Vaporizer For Forane,200.0,"Nov 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer
New GE Datex-Ohmeda Easy-Fil Bottle Adapter for Isoflurane Vaporizer 2106572-001,70.0,"Oct 31, 2025",1,eBay (Terapeak),isoflurane,accessory
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,111.0,"Jul 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Anesthesia Vaporizer Vapor 19.1 2000,99.99,"Dec 6, 2025",1,eBay (Terapeak),isoflurane,vaporizer
New GE Datex-Ohmeda Easy-Fil Bottle Adapter for Isoflurane Vaporizer 2106572-001,58.0,"Mar 3, 2026",1,eBay (Terapeak),isoflurane,accessory
Somni Scientific Vetrinary Anesthesia Isoflurane Vaporizer,395.0,"Nov 22, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Desflurane Tec 6 Anesthesia Vaporizer surgical isoflurane lab vet,45.0,"Oct 3, 2024",1,eBay (Terapeak),isoflurane,other
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,115.0,"Mar 18, 2024",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip V-1 TableTop Laboratory Isoflurane Animal Veterinary Anesthesia System,999.99,"Aug 29, 2024",1,eBay (Terapeak),isoflurane,machine
Baxter Datex-Ohmeda Tec 7 Isoflurane Vaporizer ref:1175-9101-000,250.0,"May 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Isoflurane Vaporizer,125.0,"Jul 3, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 19.1 Halothane Safety Fill Anesthesia Vaporizer 0.2 - 5 Vol. %,120.0,"Jul 3, 2025",1,eBay (Terapeak),isoflurane,other
Datex Ohmeda Tec 7 ISO Isoflurane Vaporizer 1175-9101-000,250.0,"Apr 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA isotec 4 Vaporizer isoflurane vaporizer,150.0,"Apr 16, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin 2 Isoflurane Cassette Vaporizer 11009029000,249.99,"Jul 3, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer ! V,149.0,"Nov 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda 1175-9101-000 Tec 7 Isoflurane Vaporizer,150.0,"Dec 12, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 and Porter Instrument GL-616,594.99,"Aug 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Foregger Fluomatic Isoflurane Anesthesia Vaporizer,140.0,"Jun 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,50.0,"Jul 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer
GE 2106572-001 Easy-Fil anestheisa vaporizer filler for Isoflurane. New.,60.0,"Nov 13, 2023",2,eBay (Terapeak),isoflurane,accessory
VetEquip Tabletop Lab Animal Vaporizer Anesthetic Veterinary Isoflurane System,600.0,"Oct 8, 2024",1,eBay (Terapeak),isoflurane,machine
Draeger Medical Vapor 19.1 Isoflurane Vaporizer as pictured for parts,50.0,"Aug 7, 2025",1,eBay (Terapeak),isoflurane,vaporizer
GE 2106572-001 Easy-Fil vaporizer bottle adapter for Isoflurane. New.,60.0,"Oct 1, 2024",1,eBay (Terapeak),isoflurane,accessory
Datex Ohmeda Tec 7 ISO Isoflurane Vaporizer 1175-9101-000,85.0,"Nov 16, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Vaporizer,150.0,"Mar 14, 2025",2,eBay (Terapeak),isoflurane,vaporizer
"Midmark Multiparameter Monitor 8019-001 12"" + Ohmeda TEC 3 Isoflurane Vaporizer",855.0,"Mar 6, 2025",1,eBay (Terapeak),isoflurane,machine
Isoflurane Drager Vapor 2000 Ref M35160,240.0,"Aug 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 5 Isoflurane Anesthesia Vaporizer,80.0,"Mar 16, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Midmark Matrx VIP 3000 Calibrated Vaporizer / Isoflurane,625.0,"Jun 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer
SPACELABS BLEASEDATUM ISOFLURANE VAPORIZER @ (315797),129.32,"Sep 23, 2024",1,eBay (Terapeak),isoflurane,vaporizer
VETLAND Medical D20 VETLAND D20 Isoflurane Vaporizer Opened Box,54.53,"May 18, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Matrx VIP 3000 Veterinary Rodent Anesthesia Solutions Isoflurane Vaporizer,321.0,"Jul 31, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 5 Isoflurane Vaporizer & Key Fill (Parts / Repair),75.0,"Sep 9, 2023",1,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 M35160 ISOFLURANE ANESTHESIA VAPORIZER @ (327858),210.0,"Aug 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 M35160 ISOFLURANE ANESTHESIA VAPORIZER ! (344309),449.1,"Feb 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 M35160 ISOFLURANE ANESTHESIA VAPORIZER ! (343889),208.85,"Feb 1, 2024",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA TEC 850 ISOFLURANE VAPORIZER % (357480),350.0,"Aug 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Lot of 2 Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,122.5,"Jun 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer
GE DATEX OHMEDA ISOFLURANE ANESTHESIA VAPORIZER,200.0,"Dec 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Surgivet Vaporizer for Forane Isoflurane Model 100 Vaporizer,800.0,"Aug 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000,399.0,"Jan 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Lot of 3 Datex-Ohmeda Tec 7 Isoflurane Vaporizer 1175-9301-000,399.0,"Jan 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizer,400.0,"Apr 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER @,300.0,"May 30, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA TEC 7 ISOFLURANE ANESTHESIA VAPORIZER @,150.0,"Jul 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Penlon Sigma Delta Isoflurane Vaporizer,599.99,"Oct 21, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA ISOTEC 5 ISOFLURANE ANESTHESIA VAPORIZER @,299.0,"Oct 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 ISOFLURANE ANESTHESIA VAPORIZER,374.25,"Jan 8, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary Anesthesia Vaporizer Isoflurane New,825.0,"Aug 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary Anesthesia Vaporizer Isoflurane Brand New Warranty,825.0,"Oct 18, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary Anesthesia Vaporizer for Small Animal Anesthesia Isoflurane,825.0,"Apr 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip TableTop Isoflurane System,475.0,"May 9, 2023",1,eBay (Terapeak),isoflurane,machine
Drager Vapor 19.3 Isoflurane Vaporizer,295.0,"May 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Ohio medical Isoflurane Forane Vaporizer,225.0,"May 25, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,200.0,"Aug 2, 2023",3,eBay (Terapeak),isoflurane,vaporizer
Tabletop Veterinary Anesthesia Machine Isoflurane TEC 3 Vaporizer Summit,500.0,"Jul 2, 2023",1,eBay (Terapeak),isoflurane,machine
Veterinary Anesthesia Vaporizer Isoflurane,825.0,"Aug 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer
cyprane Isotec 4 Isoflurane Anesthesia Vaporizer Unit (Parts Or Repair Only),125.0,"Aug 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Pour Fill / Anti-Spill ADAPTER for ISOFLURANE Vaporizers - 9010-F - NEW,10.0,"Nov 14, 2023",1,eBay (Terapeak),isoflurane,accessory
Veterinary Anesthesia Vaporizer Isoflurane,825.0,"Nov 22, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Veterinary Anesthesia Vaporizer Isoflurane New,825.0,"Apr 17, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,350.0,"Mar 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer
North American Drager Isoflurane Vapor 19.1 Vaporizer,295.0,"Jan 2, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 5 Isoflurane Vaporizer,100.0,"Feb 3, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer,150.0,"Mar 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 5 Isoflurane Vaporizer,80.0,"Mar 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,200.0,"Feb 23, 2024",3,eBay (Terapeak),isoflurane,vaporizer
"Veterinary Isoflurane Vaporizer, Iso.",225.0,"Mar 11, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 5 Isoflurane Vaporizer,100.0,"Apr 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer
"Veterinary Isoflurane Vaporizer, Iso.",180.0,"Mar 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Fortec Forane Isoflurane Vaporizer,250.0,"Apr 22, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 5 Isoflurane Vaporizer,100.0,"Aug 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,100.0,"Jul 26, 2024",3,eBay (Terapeak),isoflurane,vaporizer
Drager Fabius Tiro M Portable Anesthesia Machine Vapor 2000 Isoflurane,6500.0,"Nov 9, 2024",1,eBay (Terapeak),isoflurane,machine
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,305.0,"Aug 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,250.0,"Oct 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vapor 19.1 Anesthetic Vaporizer Warranty Free Shipping,110.0,"Jan 18, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,299.99,"Feb 6, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda GE Tec 7 Isotec 7 Isoflurane Vaporizer Select A Tec Mount Quik Fill,1000.0,"Aug 12, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,250.0,"Feb 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,299.99,"Apr 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 1175-9101-000 Isoflurane Anesthesia Vaporizer,399.99,"Jul 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Ref 1175-9101-000 ISO Tec 7 Isoflurane Vaporizer,180.0,"Jul 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer
MIDMARK Martx VIP3000 Veterinary Isoflurane Anesthesia Vaporizer,400.0,"Sep 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER,450.0,"Sep 30, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Matrx Rodent Isoflurane Anesthesia System with Vaporizer Matrx VIP3000,649.95,"Feb 13, 2026",1,eBay (Terapeak),isoflurane,machine
Mindray DRAGER Vapor 2000 Isoflurane,299.95,"Feb 19, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Mindray DRAGER Vapor 2000 Isoflurane,279.99,"Mar 24, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,170.0,"Apr 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,199.95,"May 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 2000 Anesthesia Vaporizer,300.0,"Aug 4, 2023",3,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,199.99,"Dec 4, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Tec 7 1175-9101-000 Isoflurane Vaporizer,170.0,"Jan 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer,250.0,"Apr 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 2000 Anesthesia Vaporizer,695.0,"Mar 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer,52.0,"Apr 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054,349.0,"Nov 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 4 Isoflurane Vaporizer,110.0,"May 24, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Drager Fabius Tiro M Portable Anesthesia Machine Vapor 2000 Isoflurane,6800.0,"Jul 14, 2024",1,eBay (Terapeak),isoflurane,machine
Drager Vapor 19.1 Lot of 1 Halothane Vaporizer & 1 Isoflurane Vaporizer,495.95,"Jan 7, 2025",1,eBay (Terapeak),isoflurane,other
Drager Vapor 2000 Isoflurane M35054-25 Read Note,100.0,"Nov 13, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda ISOTEC 4 Isoflurane Vaporizer,90.0,"Oct 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 2000 Isoflurane Vaporizer REF M35054-05 SN ARZB-1892,214.2,"Sep 23, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Vetequip Inc V-1 Table Top Anesthesia System Isoflurane Vaporizer UNTESTED AS IS,200.0,"Jan 26, 2025",1,eBay (Terapeak),isoflurane,machine
DRAGER ISOFLURANE VAPOR 19.1 ANESTHESIA VAPORIZER,199.99,"Jun 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER,400.0,"Jul 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizor Anesthesia Veterinary Unit,300.0,"Aug 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer
"Datex Ohmeda Isotec 5 Isoflurane Vaporizer, Tested",329.0,"Jan 16, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda TEC 7 Isoflurane Vaporizer,250.0,"Feb 3, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda TEC 7 Isoflurane Vaporizer,200.0,"Mar 12, 2026",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda Isotec 5 Vaporizer Isoflurane,121.0,"Jun 19, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,247.38,"Apr 7, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Bottle Adapter Vaporizer Easy Fill Quick Fill Isoflurane Halothane Sevoflurane,97.39,"Apr 12, 2023",1,eBay (Terapeak),isoflurane,accessory
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,180.0,"Apr 14, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Forane isoflurane anesthetic vaporizer foregger,100.0,"Apr 20, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Jul 14, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,165.0,"Aug 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,100.0,"Oct 9, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,275.0,"Oct 10, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizer Ohio Brand,195.0,"Jan 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA TEC 7 ISOFLURANE VAPORIZER,140.0,"Oct 26, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,370.0,"Nov 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 ISOFLURANE VAPORIZER,249.99,"Dec 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,370.0,"Nov 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,200.0,"Dec 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane M35160 Vaporizer,350.0,"Jun 14, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,100.0,"Jan 27, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Ohmeda Medical Isotec 4 Isoflurane Vaporizer,110.0,"Feb 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda GE Aladin Isoflurane Vaporizer a-viso,100.0,"Jan 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,304.0,"Jul 11, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054,290.0,"Oct 17, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,250.0,"Jul 25, 2024",1,eBay (Terapeak),isoflurane,vaporizer
DATEX OHMEDA TEC 7 ISOFLURANE VAPORIZER,100.0,"Nov 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 2000 Isoflurane Vaporizer,175.0,"Aug 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,75.99,"Sep 23, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 2000 Isoflurane Vaporizer,250.0,"Oct 2, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,156.79,"Nov 22, 2024",1,eBay (Terapeak),isoflurane,vaporizer
Xenogen XGI-8 IVIS Gas Anesthesia System Isoflurane Vaporizer Induction chamber,500.0,"Nov 5, 2025",1,eBay (Terapeak),isoflurane,machine
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,124.0,"Jan 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Anesthesia Mobile Cart with Isoflurane Vaporizer - Certified/Cal 2024,700.0,"Mar 26, 2025",1,eBay (Terapeak),isoflurane,machine
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,99.0,"Feb 19, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 2000 Isoflurane Vaporizer,200.0,"Mar 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Draeger Medical Vapor 2000 Isoflurane Vaporizer,225.0,"Mar 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,309.0,"Jun 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer
VetEquip Rodent Isoflurane Anesthesia System with Vaporizer,900.0,"Jul 22, 2025",1,eBay (Terapeak),isoflurane,machine
VetEquip Rodent Isoflurane Anesthesia System with Vaporizer,850.0,"Sep 4, 2025",1,eBay (Terapeak),isoflurane,machine
