title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category,date_sold,agent_type,period_detailed,period,period_adoption
Draeger Medical D-Vapor Desflurane Vaporizer,101.0,"Feb 24, 2026",1,eBay (Terapeak),desflurane,vaporizer,2026-02-24,Desflurane,5_Post-ban,Post-regulation,Post-adoption
Drager D-Vapor 3000 M36700 Desflurane Vaporizer,375.0,"Mar 13, 2026",1,eBay (Terapeak),desflurane,vaporizer,2026-03-13,Desflurane,5_Post-ban,Post-regulation,Post-adoption
BAXTER DRAGER D-VAPOR DESFLURANE VAPORIZER SOFTWARE VERSION 2.03,320.0,"Oct 5, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-10-05,Desflurane,3_Post-agreement,Pre-regulation,Pre-adoption
DRAGER M35500 D-VAPOR DESFLURANE SOFTWARE VERSION 3.00 MINDRAY 50/60HZ 2A,332.75,"Jan 10, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-01-10,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Desflurane Drager D-Vapor REF M35500-16,150.0,"Dec 15, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-12-15,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Aladin Desflurane Anesthesia Vaporizer,195.0,"Mar 30, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-03-30,Desflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 6 Plus Desflurane Vaporizer,79.99,"Feb 20, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-02-20,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda GE Aladin2 Desflurane Cassette 1100-9026-000 Vaporizer NEW,525.0,"Jun 14, 2023",3,eBay (Terapeak),desflurane,vaporizer,2023-06-14,Desflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager D-Vapor Desflurane Software Version 3.00 MH-35500,210.0,"Dec 4, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-12-04,Desflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager D-Vapor Desflurane Software Version 3.00 MH-35500,215.0,"Dec 20, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-12-20,Desflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager D-Vapor Desflurane Vaporizer,800.0,"Jul 16, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-07-16,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 6+ Desflurane anesthesia vaporizer. New in box.,1500.0,"Aug 20, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-08-20,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
BAXTER DRAGER M35500-18 D-VAPOR DESFLURANE VAPORIZER SOFTWARE VERSION 2.03,361.79,"Aug 18, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-08-18,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Drager D-Vapor Desflurane Vaporizer ref: M35500-04,115.0,"Nov 21, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-11-21,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Drager D-Vapor Desflurane Vaporizer ref: M35500-14,125.0,"Oct 26, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-10-26,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Qty 3 Baxter Drager D-Vapor Desflurane Vaporizer ref: M35500-25,250.0,"Aug 23, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-08-23,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Drager D-Vapor Desflurane Vaporizer ref: M35500-16,199.99,"May 9, 2025",4,eBay (Terapeak),desflurane,vaporizer,2025-05-09,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Anesthesia D-Vapor Desflurane Vaporizer Ref:M35500-24 Software Ver. 2.03,250.0,"Jan 19, 2026",1,eBay (Terapeak),desflurane,vaporizer,2026-01-19,Desflurane,5_Post-ban,Post-regulation,Post-adoption
Datex Ohmeda Desflurane Aladin A-VDES Cassette Anesthesia Electronic Vaporizer,79.0,"Feb 21, 2026",1,eBay (Terapeak),desflurane,vaporizer,2026-02-21,Desflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Tec 6 Desflurane Vaporizer,199.0,"Feb 2, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-02-02,Desflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Baxter Drager Desflurane Auto Exclusion D Vapor M35500-25, Made in Germany",450.0,"May 14, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-05-14,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Baxter Drager D-Vapor Desflurane Vaporizer ref: M35500-18 (e8-2),169.99,"Feb 16, 2026",1,eBay (Terapeak),desflurane,vaporizer,2026-02-16,Desflurane,5_Post-ban,Post-regulation,Post-adoption
Baxter Drager D-Vapor M35500-20,499.0,"Sep 15, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-09-15,Desflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Desflurane Tec 6 Plus Vaporizer,45.89,"Oct 14, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-10-14,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager M35500 D-VAPOR DESFLURANE SOFTWARE VERSION 3.00 MINDRAY 50/60HZ 2A,149.99,"Aug 30, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-08-30,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Anesthesia D-Vapor Desflurane Vaporizer Ref:M35500-16 Software Ver. 2.03,135.0,"Mar 18, 2026",1,eBay (Terapeak),desflurane,vaporizer,2026-03-18,Desflurane,5_Post-ban,Post-regulation,Post-adoption
GE Healthcare Aladin Desflurane Cassette Vaporizer,50.0,"May 3, 2023",2,eBay (Terapeak),desflurane,vaporizer,2023-05-03,Desflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 6 Desflurane Vaporizer,245.99,"Aug 1, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-08-01,Desflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 6 Plus Desflurane Vaporizer,99.99,"Jul 25, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-07-25,Desflurane,2_Post-proposal,Pre-regulation,Pre-adoption
DATEX OHMEDA ALADIN II DESFLURANE CASSETTE VAPORIZER,374.99,"Jan 5, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-01-05,Desflurane,3_Post-agreement,Pre-regulation,Pre-adoption
DATEX OHMEDA ALADIN II DESFLURANE CASSETTE VAPORIZER,299.99,"Nov 8, 2023",1,eBay (Terapeak),desflurane,vaporizer,2023-11-08,Desflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda Aladin II Desflurane Cassette Vaporizer,75.0,"Jan 8, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-01-08,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 6 Plus Desflurane Anaesthesia Vaporizer,675.0,"Feb 27, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-02-27,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 6 Plus Anes Vaporizer (Desflurane) 1107-9601-000 TESTED WORKING,240.0,"May 21, 2024",2,eBay (Terapeak),desflurane,vaporizer,2024-05-21,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 6 Vaporizer Desflurane,161.99,"Oct 3, 2024",1,eBay (Terapeak),desflurane,vaporizer,2024-10-03,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX-OHMEDA TEC 6 PLUS DESFLURANE ANESTHESIA VAPORIZER,250.0,"Sep 1, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-09-01,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec-6 Plus Desflurane Anesthesia Vaporizer w/ Power Cord FREE SHIP,148.89,"Nov 4, 2025",1,eBay (Terapeak),desflurane,vaporizer,2025-11-04,Desflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda GE Tec 7 Sevoflurane Vaporizer as pictured working nice unit,645.0,"Jan 7, 2026",6,eBay (Terapeak),sevoflurane,vaporizer,2026-01-07,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Sevoflurane Vapor 2000,1339.44,"Aug 27, 2025",9,eBay (Terapeak),sevoflurane,vaporizer,2025-08-27,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Tec 7 Sevoflurane Anesthesia Vapor Unit 5083,465.38,"Dec 26, 2024",4,eBay (Terapeak),sevoflurane,vaporizer,2024-12-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Sevoflurane Vapor 2000 M35054 (2013) Not Tested- Bulk Deals Available,762.22,"Jun 14, 2023",9,eBay (Terapeak),sevoflurane,vaporizer,2023-06-14,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Datex Ohmeda TEC 7 Sevoflurane Vaporizer priced per unit 12621-01 Empty,287.0,"Apr 1, 2025",6,eBay (Terapeak),sevoflurane,vaporizer,2025-04-01,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
商品ID 153964656080,2195.0,"Jan 21, 2025",3,eBay (Terapeak),sevoflurane,vaporizer,2025-01-21,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda GE Tec 7 Sevoflurane Vaporizer.,565.0,"Mar 10, 2026",4,eBay (Terapeak),sevoflurane,vaporizer,2026-03-10,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
"Datex Ohmeda TEC 7 Sevoflurane Vaporizer, Sevo",900.0,"Jul 27, 2023",3,eBay (Terapeak),sevoflurane,vaporizer,2023-07-27,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"TESTED with drug!! Datex Ohmeda TEC 7 Sevoflurane Vaporizer, SEVO VAP",1133.33,"Feb 6, 2026",3,eBay (Terapeak),sevoflurane,vaporizer,2026-02-06,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
商品ID 184144071792,2100.0,"Jul 9, 2024",4,eBay (Terapeak),sevoflurane,vaporizer,2024-07-09,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Tec 7 Sevoflurane Vaporizer BY Datex-Ohmeda-MAB-9396,498.57,"Jan 12, 2025",7,eBay (Terapeak),sevoflurane,vaporizer,2025-01-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Tec 7 Sevoflurane Vaporizer By Datex Ohmeda-MAB- 9531-32-35-36-37,466.67,"Sep 29, 2025",3,eBay (Terapeak),sevoflurane,vaporizer,2025-09-29,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda Tec 7 M1107626 Sevoflurane Anesthesia Vaporizer,565.0,"Jul 23, 2025",3,eBay (Terapeak),sevoflurane,vaporizer,2025-07-23,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda TEC 7 Sevoflurane Anesthesia Vaporizer,550.0,"Apr 11, 2023",3,eBay (Terapeak),sevoflurane,vaporizer,2023-04-11,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Datex Ohmeda TEC 7 Sevoflurane Vaporizer, Sevo",1025.0,"Nov 16, 2023",2,eBay (Terapeak),sevoflurane,vaporizer,2023-11-16,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Datex Ohmeda TEC 5 Sevoflurane Vaporizer, Sevo, tested!!",650.0,"Mar 4, 2025",2,eBay (Terapeak),sevoflurane,vaporizer,2025-03-04,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
商品ID 225873115530,1899.0,"Oct 28, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-10-28,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Tec 7 Sevoflurane Vaporizer By Datex Ohmeda-MAB- 9451-53-55-57,437.5,"Aug 6, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-08-06,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,312.5,"Aug 13, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-08-13,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane Vaporizer - M35170 - 30 Day DOA Warranty FREE SHIP,899.0,"Jan 5, 2026",2,eBay (Terapeak),sevoflurane,vaporizer,2026-01-05,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
商品ID 357986584733,1047.5,"Jan 23, 2026",2,eBay (Terapeak),sevoflurane,vaporizer,2026-01-23,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager M35054-22 Vapor 2000 Sevoflurane Vaporizer,2250.0,"Aug 5, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-08-05,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Datex Ohmeda Sevoflurane Aladdin Cassette Vaporizer, Type A-VSEVO ~ 31636",559.99,"Nov 30, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-11-30,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
OHMEDA TEC 7 SEVOFLURANE VAPORIZER,600.0,"Nov 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-11-04,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,700.0,"Nov 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-11-04,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 2000 Sevoflurane Vaporizer,700.0,"Oct 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-10-27,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Baxter Draeger Vapor 2000 Sevoflurane Vaporizer (F2),450.0,"Jul 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-07-16,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE TEC 850 Sevoflurane Vaporizer (CBRX2-24),560.0,"Sep 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Sevoflurane Vapor 2000,950.0,"Nov 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-11-27,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA Sevo Tec 7 Sevoflurane Vaporizer,810.0,"Jun 16, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-06-16,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Sevoflurane Vaporizer,75.0,"Jun 1, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-06-01,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Sevoflurane Vaporizer,157.5,"Jun 21, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-06-21,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Aladin 2 TM 1100-9032-000 Sevoflurane Cassette Vaporizer,200.0,"Aug 15, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-08-15,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
TEC 7 Sevoflurane Vaporizer,850.0,"Jan 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-01-19,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda M1107626 Tec 7 Sevoflurane Vaporizer (R7),750.0,"Mar 4, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-03-04,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,775.0,"Mar 6, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-03-06,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane Sevo Vaporizer,700.0,"Mar 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-03-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Mindray Draeger M35054 Vapor 2000 Sevoflurane Vaporizer (R16),700.0,"Apr 8, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-08,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,900.0,"Apr 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-19,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,300.0,"Nov 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-11-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Datex Ohmeda TEC 5 Sevoflurane Vaporizer, Sevo",200.0,"Jul 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-07-02,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 3000 Sevoflurane Unit (7325),500.0,"Aug 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-08-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,450.0,"Sep 23, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-23,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,600.0,"Sep 3, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-03,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer SN:850123,500.0,"Sep 20, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-20,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,800.0,"Apr 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-04-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Vapor 2000 Sevoflurane M35054 PARTS/REPAIR,425.0,"Apr 26, 2025",3,eBay (Terapeak),sevoflurane,vaporizer,2025-04-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Vapor 2000 Sevoflurane M35054 PARTS/REPAIR,380.0,"Apr 28, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-04-28,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
North American Drager Sevoflurane 19.1 Vaporizer (R6),360.0,"Nov 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-11-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
North American Drager Sevoflurane 19.1 Vaporizer (R16),320.0,"Dec 6, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-12-06,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
商品ID 132815440413,2545.0,"Dec 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-12-30,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Sevoflurane 2000 Vaporizer FOR PARTS UNTESTED,300.0,"Apr 11, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-04-11,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Drager Sevoflurane Vapor 2000 SEVorane S-2000, Lot Y823-6",779.99,"Jul 10, 2023",3,eBay (Terapeak),sevoflurane,vaporizer,2023-07-10,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Sevoflurane Vaporizer W/ Stopper,175.0,"Oct 12, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-10-12,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
DATEX OHMEDA SEVOTEC 5 SEVOFLURANE,199.99,"Oct 12, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-10-12,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Drager Sevoflurane Vapor 2000 S-2000 Vaporizer Module, Lot L827",699.99,"Nov 13, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-11-13,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Drager Sevorane Sevoflurane 2000 Vaporizer, Lot N981a",250.0,"Nov 19, 2023",2,eBay (Terapeak),sevoflurane,vaporizer,2023-11-19,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
商品ID 144262609539,2545.0,"Sep 11, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-09-11,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Sevotec 5 Sevoflurane Tec 5 Vaporizer (D5-2) Free Same Day Ship!,300.0,"Apr 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-04-07,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,800.0,"Jun 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-06-27,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer Used,399.0,"Oct 27, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-10-27,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer Used,424.15,"Mar 7, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-03-07,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 19.1 Sevoflurane Vaporizer,299.99,"Aug 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-08-22,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda Tec 7 Sevoflurane Vaporizer,610.0,"Sep 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-19,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Sevoflurane Aladin Cassette Electronic Vaporizer,590.0,"Jan 26, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-01-26,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager Vapor 19.1 Sevoflurane Vaporizer - Fixed Mount - With Warranty,250.0,"Aug 23, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-08-23,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,1400.0,"Mar 8, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-03-08,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Penlon Sevoflurane Vaporizer,380.0,"Feb 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER SEVOFLURANE VAPOR 2000,550.0,"Apr 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-04-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER SEVOFLURANE VAPOR 2000,650.0,"Apr 30, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-04-30,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER mindray Sevoflurane M35054 Anesthesia Vaporizer,210.0,"Aug 22, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-08-22,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Sevoflurane Vapor 19.1,360.0,"Sep 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-09-27,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
NEW Datex Ohmeda TEC 7 Sevoflurane Vaporizer,1499.99,"Dec 31, 2025",2,eBay (Terapeak),sevoflurane,vaporizer,2025-12-31,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Sevotec 5 Sevoflurane Vaporizer,50.0,"Mar 2, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-02,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Sevoflurane Vaporizer Penlon Sigma Delta PARTS ONLY,75.0,"Mar 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-03-30,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,400.0,"Apr 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-04-07,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Aladin 2 Cassette Vaporizer - Sevoflurane,425.0,"May 12, 2023",10,eBay (Terapeak),sevoflurane,vaporizer,2023-05-12,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Sevoflurane,197.5,"Aug 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-08-04,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Datex Ohmeda Tec 7 Anesthesia Vaporizer Sevoflurane - Tested Working.,950.0,"May 24, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-05-24,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda Tec 7 Anesthesia Vaporizer Sevoflurane - Damaged,278.0,"May 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-05-16,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 19.1 Sevoflurane Anaesthesia Vaporizer,600.0,"Sep 6, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-09-06,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
sevoflurane vaporizer draeger,550.0,"Nov 13, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-11-13,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER,900.0,"May 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-05-18,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Rebuilt Tech 4 Sevoflurane vaporizer,Funnel fill",298.0,"Apr 17, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-17,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,500.0,"Dec 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-12-27,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"CERTIFIED! Datex Ohmeda TEC 7 Sevoflurane Vaporizer, Sevo",1400.0,"Feb 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Drager 19:1, Sevoflurane Vaporizer, Sevo",509.0,"Nov 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-11-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer Surgical,375.0,"Apr 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
