economy,Country,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
WLD,World,1421.61931441335,1510.86319369065,1576.09410405956,1576.94632511776,1625.01496915492,1665.76421008332,1748.66530142392,1765.70773566302,1789.41003893558,1816.38862348586,1965.6043414344,1953.46956740206,1985.43788569294,1966.86774687546,2080.38963682139,2088.67769251362,2135.93467177796,2296.36694515943,2331.5755099258,2297.40844974315,2438.72135679948,2534.28800407778,2443.62476643272,2691.79118326562,2695.35947081804,2690.08652129414,2677.48752263924,2600.40810185872,2754.99566633829,2870.94913188413,2862.21746979717,2774.29862168476,2735.51070716756,2820.4642663229,2753.15709317682,2935.85659469021,2988.16875943624,3058.63579897841,3100.63823745417,3067.53681240515,3127.88447247574,3099.84484728608,3085.23241266853,3372.54702636637,3265.28464069219,3309.22094404718,3366.70408387321,3534.91475037952,3554.14601950834,3552.34970824306,3652.76955548342,3615.68850778756,3826.14509711904,3897.89894554212,3927.42504551155,4001.05822974647,4083.25871075718,4028.45589843993,4133.97280736972,4097.91832923873,4160.96325964178,4185.51193589815
