mape_index,mape_abs,final_ratio,country,base_year,horizon
6.0649737426028745,6.064966581052025,0.9038586214736929,Australia,1970,53
15.371400796280376,15.37139535634714,0.6697052147485796,Australia,1980,43
10.74086529766106,10.740860429312896,0.7477649432718142,Australia,1990,33
10.826016928316264,10.826016928316236,0.7802778644356038,Australia,2000,23
3.9610838646799746,3.9610838646799937,1.0690526769121311,Austria,1970,53
7.771118830645039,7.771143267295949,0.7924522989534085,Austria,1980,43
8.909659803496906,8.909683526101105,0.7831652438739038,Austria,1990,33
7.301047788217444,7.3010056734654425,0.8266219932900734,Austria,2000,23
2.140547079012923,2.140573128125809,1.0159307410886484,Belgium,1970,53
6.624857624206033,6.624846028360901,0.8051379177903968,Belgium,1980,43
7.330825153851961,7.330807728472855,0.812221416225158,Belgium,1990,33
6.928888255633481,6.928855192770582,0.8502920959796777,Belgium,2000,23
7.526852194574471,7.526852194574486,0.8380587312314521,Canada,1970,53
13.458556811479728,13.45856739380219,0.6941280417844223,Canada,1980,43
10.19814424339544,10.198144243395419,0.7651852091858996,Canada,1990,33
9.098337018688788,9.098331673042274,0.8022877735954925,Canada,2000,23
20.45291264425668,20.452924878761962,1.5396623886491494,Chile,1970,53
3.888676211311103,3.8886852383976094,1.091839568584795,Chile,1980,43
2.6461792494666008,2.6461720482640056,1.0530070968764642,Chile,1990,33
1.0726290861816896,1.0726264678255542,0.9680022703582143,Chile,2000,23
66.20915821012524,66.20915840750612,3.098110559068718,China,1970,53
7.447543723985752,7.447543723985747,1.2245899026394427,China,1980,43
8.815222183735855,8.81522246672004,1.2008538752028382,China,1990,33
1.1183893055224947,1.1183892285181831,0.9789740183730277,China,2000,23
38.891865010069154,38.89187168378243,2.1091987391548312,Colombia,1970,53
15.718042565370327,15.718038306618148,1.4077195589530083,Colombia,1980,43
5.899356877929889,5.899360142391383,1.1370588521911966,Colombia,1990,33
2.7791590637114654,2.7791542314789326,1.0504511765309477,Colombia,2000,23
15.627705025843166,15.627818695764295,1.6139820376264047,Costa Rica,1970,53
5.8049465479316105,5.804959009776995,1.2630986518116518,Costa Rica,1980,43
4.683062726465097,4.6830770328229345,1.1776427121908566,Costa Rica,1990,33
2.1978109536702153,2.1978416977821333,1.0745372928051475,Costa Rica,2000,23
2.059715340745899,2.0597153407458615,0.9428182555939701,Czechia,1970,53
4.147672685984091,4.147672685984128,1.0545782801884214,Czechia,1980,43
1.1820822123561339,1.1820822123561145,0.9719025811461669,Czechia,1990,33
5.307603490640128,5.307603490640128,0.856810153799184,Czechia,2000,23
3.9124315381985344,3.9124177751954257,0.9827659593878918,DRC,1970,53
4.567436430907685,4.567426223115915,0.9903177241856633,DRC,1980,43
2.4046254950181845,2.4046254950181827,1.0088350254262546,DRC,1990,33
0.5833960429111118,0.5833973512979196,1.013582753614051,DRC,2000,23
1.9093456964909543,1.9093434654371626,0.9230054726659296,Denmark,1970,53
7.577502600484892,7.577514430146687,0.7777211660215683,Denmark,1980,43
7.4640156145860646,7.464015614586082,0.8137867677140396,Denmark,1990,33
4.434668764902371,4.434619755023127,0.8830187094551737,Denmark,2000,23
11.452569722289828,11.4525531540806,1.2466515289619804,Estonia,1970,53
11.274467813723675,11.274544658200341,1.1822314306781427,Estonia,1980,43
17.485391867405706,17.485391867405706,1.2226354002137139,Estonia,1990,33
1.9588716754798712,1.9588671125053914,0.903379457222335,Estonia,2000,23
2.591909824131924,2.5919055625139023,0.9084401305363011,Finland,1970,53
5.942673935645601,5.9426561578270745,0.838388634575095,Finland,1980,43
4.452829279365542,4.45286760112778,0.8873754458408568,Finland,1990,33
3.459966395974648,3.459983436789587,0.9156258242144147,Finland,2000,23
4.835620476901864,4.83562491705771,1.1395722416375287,France,1970,53
3.496779620352734,3.4967796203527355,0.919057991289476,France,1980,43
3.983898199603825,3.98390156916696,0.904035547200126,France,1990,33
3.374224626456632,3.37422462645661,0.935810774747039,France,2000,23
1.288665413868241,1.2886660933701433,1.014632107983181,Germany,1970,53
7.2780689221836505,7.278068028429894,0.8161630261330263,Germany,1980,43
6.601001865724465,6.601000767758293,0.8310995182350114,Germany,1990,33
3.70963882284594,3.7096366722352383,0.881557505622884,Germany,2000,23
3.9180839988506433,3.9180848211198835,1.2139173032572712,Greece,1970,53
3.338849617009646,3.3388431498925293,1.1853067422282657,Greece,1980,43
5.124557897751332,5.124531872542403,0.9433551786053073,Greece,1990,33
1.9933738079954921,1.9933738079955083,0.9946768345565695,Greece,2000,23
4.789389539213466,4.789384407191787,1.1157625930525772,Hungary,1970,53
