mape_index,mape_abs,final_ratio,country
12.373062836673823,12.373056175788367,0.7430818330718828,Australia
2.924883004951592,2.924883004951573,0.8924102675840754,Austria
1.6335932777350983,1.63358455668487,0.9365914302756855,Belgium
11.951570995297882,11.951570995297901,0.7453591824215926,Canada
5.122659808446245,5.122668981091236,1.0727722672933817,Chile
8.587822739828011,8.587822853725724,1.2046082013206167,China
7.833296188045373,7.83330136940356,1.1122685604903126,Colombia
3.539327352262566,3.5392264718478055,0.9820371426196399,Costa Rica
1.7132926050995676,1.7132926050995714,1.007263893225009,Czechia
6.64733782937034,6.647339371429845,1.1922201665369518,DRC
1.031210099970919,1.031212021347571,0.9563454819772281,Denmark
7.673896676314556,7.673888321894681,1.1481974377553805,Estonia
1.7347696593254085,1.734784508849338,1.0221603166004931,Finland
1.8206188642831256,1.820621158436107,1.0587556737197679,France
1.7590182448815002,1.7590172254792018,0.9450040493707239,Germany
4.328563833485835,4.328573076591915,1.0280017681073375,Greece
3.9763900101714227,3.9763856750758673,1.094869386027597,Hungary
4.5239420383354805,4.52394203833548,0.9876714754463763,Iceland
4.112064602839254,4.112053209022592,1.0063228048796742,Ireland
12.259461804114105,12.259492431457014,0.8216687561653708,Israel
1.154411888377428,1.1544113550361235,0.9919866909558995,Italy
3.2818715051919973,3.2818709538273336,1.0806622947593973,Japan
8.648325962038728,8.648325962038726,1.2348436162359653,Latvia
10.74111617659775,10.741119601838376,1.3135506278188276,Lithuania
20.27459858312392,20.273926482959073,0.5296592160509035,Luxembourg
19.11552857464326,19.115533262851027,1.3796807569739635,Mexico
1.1440618440439492,1.144082012057155,0.94886044957214,Netherlands
2.7883471089089675,2.788363845205656,0.9740265682988629,New Zealand
2.1344437361596076,2.1344356855521003,0.9033957944657658,Norway
4.988255049691722,4.988252922151292,1.1118383154849587,Poland
4.770478427001525,4.770478427001525,1.1232275786845958,Portugal
6.930784071259816,6.930784071259797,1.15337928591535,Republic of Korea
4.232868323981425,4.232868323981411,1.096347872941789,Slovakia
1.8655067785145978,1.8655067785145967,0.9798860404656216,Slovenia
4.018743225552102,4.018741053470447,0.8966993982114405,Spain
3.480461980963524,3.480450440695794,0.8686507271741577,Sweden
5.8083805433914515,5.808370438537679,0.8065575153072038,Switzerland
15.364368074327237,15.364370919786468,1.2948130550781782,Türkiye
2.889459968146526,2.889459968146501,1.0023989778294484,United Kingdom
4.605344842771337,4.605346220004291,0.9061876654821266,United States
